page_title	page_url	video_url	balinese	english	indonesian
Bablanjanne	https://dictionary.basabali.org/Bablanjanne	https://www.youtube.com/embed/v4to4iRc5IE?	"Kacrita murid-muride jani suba maan libur rainan Nyepi. Liang kenehne Luh Ayu Manik teken timpal-timpalne ulian maan libur, apabuin lakar maan mabalih ogoh-ogoh di Pangrupukanne. Semenganne ento, Luh Ayu Manik orahina teken memenne mablanja ka peken meli lakar banten anggon ngae caru di jumahne. Pekenne tusing ja joh, tuah di samping banjar paek umahne. Nanging, ulian apanga ada ajaka nutur di margane, ia lantas ngalih Putu Nita lan bareng-bareng majalan ka peken. Luh Ayu Manik masih tusing engsap ngaba tas kain anggo mablanja. Ia inget pabesen Pak Budi yening plastik ento bisa ngae gumine cemer. Suba neked di malun umahne Putu Nita, lantas Luh Ayu Manik kauk-kauk sambilanga dengak-dengok. ""Putu Nita, tiang Luh Ayu Manik. Lan mai bareng-bareng ka peken!"" keto Luh Ayu Manik ngaukin Putu Nita uli di pamesu panyengker umahne. ""Antiang malu, Luh! Tiang nyemak tas blanja malu,"" Putu Nia nyautin Luh Ayu Manik. Lantas Putu Nita pesu ngaba tas kain anggo wadah bablanjanne. “Mai, Luh, ne tiang masi suba ngaba tas kain anggon mablanja. Apang bedikan ada luu plastik.”"	"The students had a day off school because of the holy day called Nyepi. Luh Ayu Manik and her friends were happy because they were on holiday and they could watch the parade of ogoh-ogoh for Pangrupukan. That morning, Luh Ayu Manik was asked by her mother to go to the market to buy materials so she could make caru (banten kurban for a Balinese Hindu ceremony) at home. The market was not far away. It is next to the banjar near her house. However, so she could have a friend to chat to on the road, she went looking for Putu Nika to go to the market with her. Luh Ayu Manik remembered to take a cloth bag with her to the market. She remembered Pak Budi’s words about how plastic can pollute the environment. Arriving at the front of Putu Nita's house, Luh Ayu Manik called out while looking about. ""Putu Nita, it’s Luh Ayu Manik. Let’s go to the market together!” Luh Ayu Manik called Putu Nita from outside the fence. ""Wait a minute, Luh, I’ll get a shopping bag first,"" Putu Nia answered. Then Putu Nita appeared carrying a cloth bag for her shopping. ""Come on, Luh. I've also brought a cloth bag to reduce the amount of plastic waste."	Diceritakan murid-murid mendapat libur karena hari suci Nyepi. Luh Ayu Manik dan teman-temannya senang karena libur, apalagi nanti bisa menonton pawai ogoh-ogoh saat Pangrupukan. Pagi itu, Luh Ayu Manik disuruh ibunya berbelanja ke pasar membeli bahan banten untuk membuat caru (banten kurban dalam upacara Hindu Bali) di rumahnya. Pasar itu tidak jauh, hanya terletak di samping banjar dekat rumahnya. Akan tetapi, agar ada teman mengobrol di jalan, ia mencari Putu Nita untuk diajaknya bersama-sama ke pasar. Luh Ayu Manik tidak lupa membawa tas kain untuk berbelanja. Ia ingat pesan Pak Budi bahwa plastik bisa menyebabkan alam tercemar. Sesampainya di depan rumah Putu Nita, Luh Ayu Manik lalu memanggil-manggil sambil tolah-toleh. “Putu Nita, aku Luh Ayu Manik. Ayo bareng-bareng ke pasar!” Begitu Luh Ayu Manik memanggil Putu Nita dari luar pagar rumahnya. “Tunggu dulu, Luh, aku mengambil tas belanja dulu,” jawab Putu Nita. Lalu Putu Nita muncul membawa tas kain untuk wadah belanjaannya nanti. “Mari, Luh, ini aku juga sudah membawa tas kain untuk berbelanja. Biar mengurangi sampah plastik.
Bacana	https://dictionary.basabali.org/Bacana	https://www.youtube.com/embed/33nNYlChieI?	Uling ija kaden tekan anginne, jeg nglinus di tengah Kamar 21. Jejeh lantas ia ajaka makejang. Buku ane bacana saget magejeran lan makeber. Uli bukune ento pesu raksasa-raksasa ane gobane serem. Makesiab lan kabilbil timpal-timpalne Luh Ayu Manik sada makita malaib. Nanging, makejang mamegeng cara togog tusing bisa nindakang batis. Keto masih I Wayan ajak I Made makita mageluran ka sisi. Nanging bibihne macaket sing nyidaang ngomong. “Eda ngomong liu, tongosang ibane dini, ne ajak timpal nyaine!” Keto raksasane mamunyi bangras.	They all sat down and read the encyclopedia together. After finishing with that book, I Wayan reached for another book from the highest shelf. The book was covered in dust and tattered and clearly had never been looked after. Luh Ayu Manik and her friends all wanted to look inside it. But when they opened it, they saw that it contained scary images and sacred writings in Balinese script. They were too scared to read that book.	Mereka bertiga lalu ikut membaca ensiklopedia tersebut. Setelah selesai membaca buku itu, I Wayan lalu ingin mengambil buku lain yang ada di rak paling atas. Buku itu sudah kumal, rusak dan robek. Terlihat sekali buku itu tidak pernah dirawat. Luh Ayu Manik bersama teman-temannya ingin membaca buku itu. Setelah dibuka-buka, buku tersebut berisi gambaran yang seram dan aksara suci. Mereka berempat takut membaca buku tersebut.
Badah	https://dictionary.basabali.org/Badah	https://www.youtube.com/embed/8w5cocL2ZJ0?	Gek: Anak bajang sane jagi matumbasan canang. Ibuk: Anak istri sane madolan canang ring pasar. Gek : Om Swastiastu, numbas canang sari nika, Buk. Ibuk : Kuda ngrereh Gek? Gek : Lima (5) manten nggih. Ibuk : Niki lima (5) Rp. 15.000 Gek : Niki Bu. (nyukserahang jinah) Ibuk : Jagi lunga kija niki? Gek : Tiang jagi nangkil ka pura Besakih. Niki ten wenten kresek, Buk? Ibuk : Badah ! Engken Gek ne? Ten uning kresek nika nak ngae leteh. Ten dados makta kresek ka pura. Gek : Nggih, jakti nika. Sukma niki. Ibuk : Nah, kenten kan jegeg. Gek : Ngiring, Buk.	Gek: teenagers who will buy canang. Ibu : a woman who sells canang on the market. Gek: Om Swastiastu, want to buy canang sari, ma'am. Ibu : How much do you want to buy? Ge: Five, Mom Ibu : These five canang cost Rp. 15,000 Gek: This is, ma'am. (give money) Ibu : Where do you want to go? Gek: I will go to the Besakih temple. No crackle bag, ma'am? Ibu : Geez, whats wrong with you, don't you know if the crackle bag makes it dirty? You can't bring a crackle bag to the temple. Gek: Yeah, that's right. thanks. Ibu : Well, that's beautiful. Gek: Come on, ma'am.	Gek: remaja yang akan membeli canang. Ibu: perempuan yang menjual canang di pasar. Gek : Om Swastiastu, mau beli canang sari, Bu. Ibu : Mau beli berapa? Ge : Lima buah saja, Bu Ibu : Ini lima buah harganya Rp 15.000,- Gek : Ini, Bu. (nyukserahang jinah) Ibu : Mau pergi kemana ini? Gek : Saya akan pergi ke pura Besakih. Tidak ada tas kresek, Bu? Ibu : Waduh, bagaimana sih Gek ini, tidak tahu ya kalau tas kresek itu membuat kotor? Kan tidak boleh membawa tas kresek ke pura. Gek : Iya, benar itu. Terima kasih. Ibu : Nah, begitu kan cantik. Gek : Mari, Bu.
Badelod	https://dictionary.basabali.org/Badelod	https://www.youtube.com/embed/FDuBN0MXrfE?	Ombaké tegeh gati di pasihé badelod.	The waves are very high on the south coast.	Ombaknya tinggi sekali di pantai selatan.
Bagia	https://dictionary.basabali.org/Bagia	https://www.youtube.com/embed/0F_V02Pb_aM?	Semadine ento pinaka jalan iraga nunggilan idep, apang cening nyidayang nepukin rasa bagia. Makumpul ajak kulawarga pinaka cihna iraga nemu bagia	Meditation is one of many techniques to increase concentration, so you’ll achieve happiness.	Semadi itu seumpama jalan kita, menyatukan pikiran agar Ananda mampu menemukan rasa bahagia.
Bajang	https://dictionary.basabali.org/Bajang	https://www.youtube.com/embed/r0JnY_jWVAk?	Ngelimuran manah ngalih anak bajang	Brightening up mood checking out the girls.	Menghibur hati, mencari anak gadis.
Bakat	https://dictionary.basabali.org/Bakat	https://www.youtube.com/embed/FH0fJm67nlE?	Sisan padine ane suba magedig ento, buin gedig bareng-bareng ajak tukang punuhe, apang makejang telah bakat padine.	The second labor will hit the remaining of the rice sticks, so that all of the seeds could be collected.	Sisa padi yang sudah dipukul-pukul tadi, dipukul-pukul lagi bersama tukang pungut rontokan sisa padi, agar didapat semua gabahnya.
Bale	https://dictionary.basabali.org/Bale	https://www.youtube.com/embed/tZq6aeFDeIA?	Yoga: Beli lakar ngumbah lima. Dija kamar mandine, Yu? Ayu: Oh, ditu, di samping bale delode.	Yoga: I am going to wash my hands. Where is the bathroom, Yu? Ayu: Oh, right there, next to the south building.	Yoga: Kakak hendak mencuci tangan. Di mana kamar mandi, Yu? Ayu: Oh, di sana, di samping bale delod.
Bale angklung	https://dictionary.basabali.org/Bale_angklung	https://www.youtube.com/embed/nSpjE85FniE?	Ritatkala Luh Ayu Manik miwah Putu Nita majalan nuju ka peken, ia ajaka dadua mareren akejep di malun bale angklunge. Ditu Luh Ayu Manik miwah Putu Nita nepukin ada truna-trunane ane ngentungang luu plastik liu sajan di tlabahe. Tusing ja luu plastik dogen ane kutanga, ditu ia masih nepukin truna-trunane ento ngentungang luu gabus sisan ngae ogoh-ogoh.	While Luh Ayu Manik and Putu Nita were walking towards the market, they stopped briefly in front of the bale angklung, the pavilion where the gamelan instruments are kept. There Luh Ayu Manik and Putu Nita saw several people from the youth group throw a lot of plastic waste into the river. But it was not only plastic waste. They also saw young men throwing away the leftover foam materials from making ogoh-ogoh.	Saat Luh Ayu Manik dan Putu Nita sedang berjalan menuju pasar, mereka berhenti sebentar di depan bale angklung. Di sana Luh Ayu Manik dan Putu Nita menyaksikan beberapa orang dari kelompok pemuda membuang banyak sampah plastik ke sungai. Tidak hanya sampah plastik, mereka juga lihat pemuda-pemuda itu membuang sampah gabus sisa membuat ogoh-ogoh.
Bale bengong	https://dictionary.basabali.org/Bale_bengong	https://www.youtube.com/embed/0H1h7EDPwwM?	Malih wenten les sane luas, sareng kolam renang anggen pararagaan, bale bengong ring natahe, taler genah maurut anggen merebahan.	There are also a spacious terrace, a private swimming pool, a gazebo in the garden, as well as a massage bed for relaxation.	Serta ada teras yang luas, dengan kolam renang pribadi, bale bengong di pekarangan, juga sebagai tempat berbaring untuk pijat relaksasi.
Baler	https://dictionary.basabali.org/Baler	https://www.youtube.com/embed/-2quJRyu_h0?	..ngaleran sekitar tiga ratus meter, wenten malih....perempatan drika baler.	Go north around three hundred meters, there’ll be… a crossroad over there.	..ke utara sekitar tiga ratus meter, ada lagi....perempatan di utara sana.
Bales	https://dictionary.basabali.org/Bales	https://www.youtube.com/embed/J2bb4pFtTv8?	Ujan bales sajan, bukun tiange belus kena tampyas.	It's raining heavily, my book is wet because the rain splashing through.	Hujan lebat sekali, buku saya basah terkena percikan hujan.
Balian	https://dictionary.basabali.org/Balian	https://www.youtube.com/embed/M6h80Q77otU?	"Balian Bali tradisional satata nganggen kawruhan tatamian panglingsirne sajroning nambanin anak lian, tan pangarepang pikolih punapa punapi. I Gusti Mangku Sumantra wantah Balian Bali sane mawit saking Gianyar, Bali, tur sampun nambanin kirang langkung saking warsa 1970 sasampune bapan danene lampus. Jagat Baline madrue guna gina sane sampun katami saking nguni mapaiketan ring tata cara matatamban, inggih punika Usada Bali sane ketah pinaka tatamian sajroning ngamargiang tamba utawi ubad. Usada Bali puniki nganggen makudang-kudang entik-entikan miwah babungkilan utawi sakadi baos mangkine ""rempah-rempah alami', 'terapi terpadu', asapunika taler sakancan pangwruh sane prasida ngranayang waras utawi seger anake sane keni sungkan sajroning angga sarira turmaning jiwa utawi 'sakit fisik dan mental'. Para janane ring Bali sajroning ngamargiang kauripan percaya pisan ring katatwan jagat sane marupa rua bhineda inggih punika jagat sane kanten utawi sakala miwah jagat sane tan prasida kakantenang sane kabaos niskala. Sajroning usada Bali, makakalih indike punika polih uratian mangdane anake sane sungkan prasida katambanin tur waras kajati mula."	"""Real Balinese healers continue to use the ancient knowledge of their ancestors to treat people without expecting anything in return. I Gusti Mangku Sumantra is a traditional healer from the Gianyar region of Bali who has been healing people since the 1970s when his father passed away. Bali has a long tradition of Bali Usada, also known as Balinese traditional healing. This practice uses natural herbs and spices, holistic therapies and ancient wisdom to cure physical and mental illness. The Balinese live equally in two worlds: the seen or conscious world called sekala, and the unseen or psychic world, called niskala. In traditional Balinese healing, both of these elements are addressed in order to truly heal an ill patient."""	Tabib tradisional Bali senantiasa menggunakan pengetahuan warisan leluhurnya untuk mengobati orang tanpa mengharapkan balas jasa apapun. I Gusti Mangku Sumantra adalah seorang tabib tradisional dari Gianyar, Bali, yang telah mengobati orang sejak 1970-an setelah ayahnya meninggal. Bali memiliki tradisi panjang, Usada Bali, yang juga dikenal sebagai pengobatan tradisional Bali. Praktik ini menggunakan berbagai tumbuhan dan rempah-rempah alami, terapi terpadu, serta kearifan kuno untuk menyembuhkan sakit fisik dan mental. Masyarakat Bali hidup di dunia yang dipercayai terdiri atas dua sisi berdampingan: dunia yang terlihat atau alam sadar yang disebut sekala, dan dunia yang tidak terlihat atau alam psikis yang disebut niskala. Dalam pengobatan tradisional Bali, kedua elemen tersebut memperoleh penanganan untuk menyembuhkan pasien yang sakit secara tuntas.
Banget	https://dictionary.basabali.org/Banget	https://www.youtube.com/embed/IemHYfB4F38?	Suksma banget aturang titiang majeng ring Ratu.	Thank you so much I only can say to you, sir.	Saya sangat berterima kasih kepada tuan.
Bangle	https://dictionary.basabali.org/Bangle	https://www.youtube.com/embed/BQ7YWGhhXRA?	Ubad Sakit Sirah: Umbah duang jari Bangle sareng duang jari jahe. Kikih makesami. Tereg ring gidat; pelipis tuek baong.	A cure for headache: wash 2 pieces of Bangle and 2 pieces of Ginger and grate them together. The mixture is then applied to the forehead, the temples and down to the neck.	Obat sakit kepala: Cucilah dua ruas bangle beserta dua ruas jahe kemudian parutlah. Setelah itu tempelkan pada kening; pelipis sampai dengan ke leher.
Bangras	https://dictionary.basabali.org/Bangras	https://www.youtube.com/embed/33nNYlChieI?	Uling ija kaden tekan anginne, jeg nglinus di tengah Kamar 21. Jejeh lantas ia ajaka makejang. Buku ane bacana saget magejeran lan makeber. Uli bukune ento pesu raksasa-raksasa ane gobane serem. Makesiab lan kabilbil timpal-timpalne Luh Ayu Manik sada makita malaib. Nanging, makejang mamegeng cara togog tusing bisa nindakang batis. Keto masih I Wayan ajak I Made makita mageluran ka sisi. Nanging bibihne macaket sing nyidaang ngomong. “Eda ngomong liu, tongosang ibane dini, ne ajak timpal nyaine!” Keto raksasane mamunyi bangras.	Who knows where it came from, but suddenly there was a strong wind which swirled around 'Room 21' and they were gripped with fear. The book they were reading shook and flew about the room. Horrid demons appeared from the pages of the book. Luh Ayu Manik’s friends were shocked and confused and wanted to run away. But they couldn’t move. They were like statues and couldn’t move their feet. Also I Wayan and I Made wanted to call out but their lips were sealed and they couldn’t speak. “Don't say anything – you will remain here … with your friends,” bellowed the demon.	Entah dari mana datangnya, angin kencang tiba-tiba berhembus di Kamar 21. Mereka semua ketakutan. Buku yang dibaca tiba-tiba bergetar dan terbang. Dari buku-buku itu keluarlah raksasa-raksasa yang rupanya seram. Teman-teman Luh Ayu Manik seketika terkejut dan bingung sembari ingin lari. Akan tetapi, mereka tidak bisa bergerak seperti patung, tidak bisa melangkahkan kaki. Begitu juga I Wayan dan I Made ingin berteriak ke luar, tetapi bibirnya terkatup tidak mampu berbicara. “Jangan banyak bicara, diamlah kalian di sini, ini ajak temanmu!” Ujar para raksasa tersebut kasar.
Bani	https://dictionary.basabali.org/Bani	https://www.youtube.com/embed/gEGbRwb2NbQ?	Yen..nika ten bani tiang ngukum nika. Palingan lah o(rah)in secara halus nika.	If...this I dare not punish this. At least to counsel in a refined way.	Kalau..itu tidak berani saya itu menghukum. Setidaknya dinasihati secara halus itu.
Banten	https://dictionary.basabali.org/Banten	https://www.youtube.com/embed/vQSKjMdijOs?	Saiban utawi ngejot cihna rasa bagia lan suksma ring paican Ida Sang Hyang Widhi Wasa. Banten saiban biasané katurang nganggén daun pisang (mangkin sampun akéhan kramané nganggén canang) kadagingin nasi, tasik, lan ulam sané kakaryanin rahina punika. Banten saiban katurang ring palinggih, pelangkiran, genah nasi, gebeh utawi genah beras, ring sumur, ring bungut paon (puwaragan), lebuh, lan natar pakarangan.	Saiban (or ngejot) is a form of thanksgiving for what is provided to us by Ida Hyang Widhi Wasa. A saiban offering uses banana leaves (nowadays many use sirih leaves) filled with rice, salt and other food items in accordance with what will be cooked that day. The saiban offering is placed where prayers are performed (at small shrines in and out of the house such as the palinggih, pelangkiran, etc.), (cooked) rice containers (woven baskets, magic jar, etc.), the (uncooked) rice storage container, the well, the kitchen, at the front door of the house and in the yard.	Saiban atau ngejot sebagai wujud syukur atas apa yang diberikan Ida Hyang Widhi Wasa kepada kita. Biasanya banten saiban dihaturkan menggunakan daun pisang (sekarang banyak pakai canang) diisi nasi, garam, dan lauk pauk disajikan sesuai dengan yang dimasak hari itu. Banten saiban dihaturkan pada tempat sembahyang (palinggih, pelangkiran, dll), tempat nasi (terbuat dari sokasi, magic jar, dll), tempat penyimpanan beras, sumur, dapur, depan pintu masuk rumah, dan halaman rumah.
Banten	https://dictionary.basabali.org/Banten	https://www.youtube.com/embed/wHdC6tvbQnQ?	Tiang…tiang dini matulung e.. lakar ngaenang keponakane banten, lakar nganten.	I’m...i'm here going to help my nephew prepare offerings, (he/she) will be married.	Saya…saya di sini akan membantu membuatkan banten (untuk) keponakan saya, (ia) akan melangsungkan perkawinan.
Banten saiban	https://dictionary.basabali.org/Banten_saiban	https://www.youtube.com/embed/vQSKjMdijOs?	Saiban utawi ngejot cihna rasa bagia lan suksma ring paican Ida Sang Hyang Widhi Wasa. Banten saiban biasané katurang nganggén daun pisang (mangkin sampun akéhan kramané nganggén canang) kadagingin nasi, tasik, lan ulam sané kakaryanin rahina punika. Banten saiban katurang ring palinggih, pelangkiran, genah nasi, gebeh utawi genah beras, ring sumur, ring bungut paon (puwaragan), lebuh, lan natar pakarangan.	Saiban (or ngejot) is a form of thanksgiving for what is provided to us by Ida Hyang Widhi Wasa. A saiban offering uses banana leaves (nowadays many use sirih leaves) filled with rice, salt and other food items in accordance with what will be cooked that day. The saiban offering is placed where prayers are performed (at small shrines in and out of the house such as the palinggih, pelangkiran, etc.), (cooked) rice containers (woven baskets, magic jar, etc.), the (uncooked) rice storage container, the well, the kitchen, at the front door of the house and in the yard.	Saiban atau ngejot sebagai wujud syukur atas apa yang diberikan Ida Hyang Widhi Wasa kepada kita. Biasanya banten saiban dihaturkan menggunakan daun pisang (sekarang banyak pakai canang) diisi nasi, garam, dan lauk pauk disajikan sesuai dengan yang dimasak hari itu. Banten saiban dihaturkan pada tempat sembahyang (palinggih, pelangkiran, dll), tempat nasi (terbuat dari sokasi, magic jar, dll), tempat penyimpanan beras, sumur, dapur, depan pintu masuk rumah, dan halaman rumah.
Baong	https://dictionary.basabali.org/Baong	https://www.youtube.com/embed/Y3l-aiEyRyA?	Guna: E..napi manten kesulitane yen mrada kene, Bu? Ada pakewehne? Made: Nggih! Yen ngrereh duur nika nonga terus, sakit baong tiange. Guna: O kenten. Made: Nggih.	-	Guna: E..apa saja kesulitannya kalau mengecat dengan perada begini, Bu? Ada kesulitannya? Made: Ya! Kalau mencai bagian atas itu mendongak terus, sakit leher saya. Guna: O begitu. Made: Ya.
Bapa	https://dictionary.basabali.org/Bapa	https://www.youtube.com/embed/np7Qu9LNuK4?	Tiang mabasa Bali teken meme lan bapa ring jumah.	-	Saya berbahasa Bali dengan ibu dan bapak di rumah.
